Run,Average Numerology,Error Level,Major Element,Positivity Score,Correct Guess,Adjusted Guess
8831,11.0,2.2,Fire,1.0,0.2,0.25333333333333335
8832,4.8,0.96,Water,0.0,0.2,0.25333333333333335
8833,7.2,1.44,Air,1.0,0.0,-0.24
8834,4.4,0.8800000000000001,Fire,1.0,0.2,0.22666666666666666
8835,7.2,1.44,Water,0.6,0.4,0.7999999999999998
8836,6.0,1.2,Air,0.2,0.4,0.7466666666666667
8837,10.2,2.04,Air,-1.0,0.0,-0.30666666666666664
8838,7.0,1.4,Air,0.4,0.0,-0.24
8839,7.0,1.4,Air,0.4,0.2,0.21333333333333337
8840,10.0,2.0,Air,0.2,0.0,-0.29333333333333333
8841,10.0,2.0,Water,0.6,0.6,1.2533333333333334
8842,10.2,2.04,Earth,1.0,0.0,-0.24
8843,6.2,1.24,Fire,0.8,0.2,0.2533333333333333
8844,10.0,2.0,Fire,0.6,0.2,0.2666666666666667
8845,7.4,1.48,Water,0.2,0.0,-0.27999999999999997
8846,8.8,1.7600000000000002,Fire,0.8,0.2,0.22666666666666674
8847,14.2,2.84,Earth,0.6,0.4,0.7333333333333333
8848,9.6,1.92,Air,1.0,0.4,0.72
8849,7.8,1.56,Earth,1.0,0.4,0.7866666666666665
8850,11.0,2.2,Earth,-0.6,0.0,-0.26666666666666666
8851,7.8,1.56,Water,0.6,0.2,0.24000000000000007
8852,10.4,2.08,Air,0.6,0.2,0.24
8853,9.0,1.8,Fire,1.0,0.4,0.7466666666666667
8854,5.8,1.16,Fire,0.2,0.0,-0.26666666666666666
8855,6.4,1.28,Air,0.2,0.4,0.68
8856,7.4,1.48,Earth,0.0,0.6,1.2266666666666668
8857,8.0,1.6,Water,-0.2,0.0,-0.21333333333333332
8858,9.4,1.8800000000000001,Water,0.8,0.0,-0.24
8859,9.2,1.8399999999999999,Earth,0.6,0.0,-0.26666666666666666
8860,8.8,1.7600000000000002,Water,0.2,0.2,0.30666666666666664
8861,8.2,1.64,Water,0.4,0.2,0.2266666666666667
8862,10.0,2.0,Fire,0.4,0.0,-0.29333333333333333
8863,12.2,2.44,Fire,1.0,0.2,0.2933333333333333
8864,8.8,1.7600000000000002,Fire,1.0,0.2,0.2533333333333333
8865,5.8,1.16,Fire,0.6,0.2,0.2799999999999999
8866,7.2,1.44,Air,1.0,0.2,0.2666666666666667
8867,6.0,1.2,Fire,1.0,0.0,-0.26666666666666666
8868,8.4,1.6800000000000002,Water,1.0,0.4,0.7733333333333332
8869,7.4,1.48,Fire,1.0,0.2,0.25333333333333335
8870,3.6,0.72,Air,0.2,0.0,-0.26666666666666666
8871,4.6,0.9199999999999999,Earth,0.0,0.0,-0.27999999999999997
8872,11.8,2.3600000000000003,Fire,0.6,0.2,0.23999999999999994
8873,5.8,1.16,Air,-0.2,0.0,-0.24
8874,12.2,2.44,Earth,1.0,0.2,0.24
8875,8.0,1.6,Air,0.8,0.0,-0.21333333333333332
8876,6.2,1.24,Air,0.4,0.2,0.2666666666666666
8877,6.8,1.3599999999999999,Fire,0.6,0.2,0.21333333333333343
8878,5.8,1.16,Earth,0.6,0.2,0.2533333333333333
8879,7.2,1.44,Water,0.6,0.6,1.2533333333333334
8880,9.2,1.8399999999999999,Fire,0.6,0.0,-0.26666666666666666
8881,7.6,1.52,Fire,0.8,0.2,0.2000000000000001
8882,3.4,0.6799999999999999,Water,-0.2,0.4,0.7200000000000001
8883,5.2,1.04,Earth,0.4,0.4,0.7200000000000001
8884,7.6,1.52,Air,0.4,0.2,0.21333333333333337
8885,9.8,1.9600000000000002,Earth,-0.6,0.0,-0.22666666666666666
8886,9.2,1.8399999999999999,Earth,0.6,0.4,0.76
8887,10.0,2.0,Earth,1.0,0.2,0.24000000000000005
8888,5.4,1.08,Earth,0.6,0.6,1.2666666666666666
8889,8.2,1.64,Fire,0.6,0.4,0.7333333333333334
8890,4.4,0.8800000000000001,Air,0.2,0.4,0.76
8891,13.0,2.6,Fire,0.6,0.4,0.7066666666666667
8892,8.4,1.6800000000000002,Air,0.2,0.4,0.7866666666666665
8893,11.2,2.2399999999999998,Air,1.0,0.0,-0.24
8894,6.6,1.3199999999999998,Air,0.6,0.2,0.2266666666666667
8895,14.0,2.8,Fire,1.0,0.4,0.7466666666666667
8896,6.0,1.2,Air,0.2,0.0,-0.2533333333333333
8897,8.2,1.64,Earth,0.8,0.0,-0.2533333333333333
8898,11.6,2.32,Water,0.8,0.2,0.22666666666666674
8899,6.0,1.2,Water,1.0,0.0,-0.2533333333333333
8900,5.0,1.0,Air,0.6,0.6,1.2399999999999998
8901,11.6,2.32,Air,0.8,0.2,0.25333333333333335
8902,7.6,1.52,Air,0.2,0.4,0.8133333333333332
8903,4.2,0.8400000000000001,Fire,1.0,0.4,0.7200000000000001
8904,8.8,1.7600000000000002,Air,1.0,0.0,-0.26666666666666666
8905,7.6,1.52,Air,0.6,0.0,-0.26666666666666666
8906,5.4,1.08,Water,-0.6,0.2,0.2533333333333333
8907,10.0,2.0,Fire,-0.2,0.2,0.27999999999999997
8908,7.0,1.4,Fire,0.0,0.6,1.2533333333333332
8909,7.6,1.52,Air,0.8,0.2,0.2266666666666667
8910,9.0,1.8,Water,0.8,0.2,0.2933333333333333
8911,7.0,1.4,Fire,0.6,0.0,-0.2533333333333333
8912,8.6,1.72,Fire,0.6,0.0,-0.30666666666666664
8913,8.2,1.64,Fire,1.0,0.2,0.25333333333333335
8914,9.4,1.8800000000000001,Air,0.6,0.2,0.2666666666666666
8915,7.4,1.48,Water,-1.0,0.2,0.2666666666666666
8916,7.4,1.48,Earth,1.0,0.2,0.2666666666666667
8917,8.8,1.7600000000000002,Earth,0.2,0.6,1.2266666666666668
8918,4.4,0.8800000000000001,Air,0.8,0.6,1.2666666666666666
8919,6.8,1.3599999999999999,Earth,-0.6,0.0,-0.26666666666666666
8920,8.6,1.72,Air,0.2,0.0,-0.26666666666666666
8921,12.6,2.52,Fire,1.0,0.2,0.2533333333333333
8922,7.6,1.52,Earth,0.2,0.4,0.7466666666666667
8923,13.0,2.6,Fire,1.0,0.2,0.2800000000000001
8924,9.0,1.8,Air,0.4,0.6,1.24
8925,7.2,1.44,Fire,0.6,0.4,0.7466666666666667
8926,6.6,1.3199999999999998,Fire,0.6,0.2,0.2266666666666667
8927,6.8,1.3599999999999999,Fire,1.0,0.2,0.22666666666666674
8928,8.4,1.6800000000000002,Water,1.0,0.0,-0.22666666666666666
8929,13.2,2.6399999999999997,Fire,1.0,0.2,0.22666666666666666
8930,4.6,0.9199999999999999,Fire,1.0,0.0,-0.22666666666666666
8931,10.6,2.12,Air,0.4,0.2,0.25333333333333335
8932,7.4,1.48,Water,1.0,0.2,0.2666666666666667
8933,9.8,1.9600000000000002,Earth,0.8,0.0,-0.27999999999999997
8934,6.0,1.2,Fire,0.6,0.4,0.7200000000000001
8935,7.6,1.52,Water,0.8,0.2,0.25333333333333335
8936,8.4,1.6800000000000002,Fire,0.6,0.2,0.24000000000000005
8937,8.2,1.64,Earth,1.0,0.6,1.2266666666666666
8938,6.6,1.3199999999999998,Fire,1.0,0.2,0.2533333333333333
8939,7.4,1.48,Fire,1.0,0.4,0.76
8940,11.6,2.32,Water,-0.2,0.6,1.2933333333333332
8941,10.0,2.0,Earth,0.6,0.6,1.24
8942,6.6,1.3199999999999998,Fire,-0.6,0.2,0.24000000000000005
8943,6.0,1.2,Fire,0.6,0.2,0.24000000000000005
8944,7.8,1.56,Earth,0.6,0.4,0.7733333333333332
8945,9.2,1.8399999999999999,Earth,0.6,0.2,0.2933333333333333
8946,4.6,0.9199999999999999,Air,0.2,0.4,0.72
8947,6.0,1.2,Fire,1.0,0.2,0.2266666666666667
8948,5.8,1.16,Earth,1.0,0.2,0.21333333333333337
8949,11.6,2.32,Fire,0.8,0.0,-0.2533333333333333
8950,5.0,1.0,Fire,1.0,0.2,0.2
8951,8.2,1.64,Air,0.4,0.6,1.2399999999999998
8952,13.2,2.6399999999999997,Water,1.0,0.2,0.2799999999999999
8953,8.4,1.6800000000000002,Earth,1.0,0.2,0.28
8954,13.4,2.68,Fire,1.0,0.4,0.76
8955,8.8,1.7600000000000002,Earth,0.4,0.2,0.21333333333333343
8956,7.6,1.52,Earth,0.4,0.6,1.2266666666666668
8957,8.6,1.72,Fire,-0.2,0.2,0.2799999999999999
8958,8.2,1.64,Earth,0.8,0.0,-0.26666666666666666
8959,8.0,1.6,Fire,0.6,0.0,-0.2533333333333333
8960,8.4,1.6800000000000002,Water,0.4,0.4,0.7333333333333333
8961,4.4,0.8800000000000001,Earth,-1.0,0.2,0.2666666666666666
8962,5.0,1.0,Air,0.6,0.0,-0.26666666666666666
8963,7.6,1.52,Earth,0.4,0.2,0.25333333333333335
8964,6.6,1.3199999999999998,Air,0.2,0.2,0.2666666666666667
8965,7.0,1.4,Fire,0.8,0.0,-0.26666666666666666
8966,11.8,2.3600000000000003,Water,0.2,0.0,-0.24
8967,12.6,2.52,Air,0.4,0.2,0.24000000000000007
8968,13.0,2.6,Water,1.0,0.2,0.27999999999999997
8969,6.6,1.3199999999999998,Fire,0.0,0.2,0.24
8970,8.4,1.6800000000000002,Air,-0.6,0.4,0.7333333333333333
8971,10.2,2.04,Fire,0.8,0.6,1.2666666666666666
8972,8.6,1.72,Fire,0.4,0.2,0.24
8973,6.0,1.2,Earth,0.6,0.2,0.2533333333333333
8974,9.6,1.92,Fire,0.6,0.0,-0.2533333333333333
8975,11.4,2.2800000000000002,Air,0.6,0.2,0.2533333333333333
8976,7.0,1.4,Fire,-0.6,0.2,0.24000000000000005
8977,4.2,0.8400000000000001,Water,0.4,0.6,1.2666666666666666
8978,6.2,1.24,Air,0.0,0.4,0.76
8979,9.2,1.8399999999999999,Air,0.6,0.2,0.2666666666666667
8980,8.0,1.6,Fire,0.6,0.0,-0.30666666666666664
8981,14.4,2.88,Fire,1.0,0.6,1.2666666666666664
8982,9.0,1.8,Fire,0.6,0.2,0.2266666666666667
8983,10.2,2.04,Water,0.8,0.6,1.2533333333333334
8984,11.0,2.2,Air,0.6,0.4,0.7733333333333332
8985,8.4,1.6800000000000002,Air,0.4,0.2,0.2266666666666667
8986,13.4,2.68,Fire,1.0,0.2,0.24000000000000005
8987,11.8,2.3600000000000003,Earth,1.0,0.2,0.2666666666666666
8988,7.2,1.44,Fire,0.8,0.2,0.24000000000000005
8989,6.6,1.3199999999999998,Water,0.4,0.2,0.2266666666666667
8990,8.6,1.72,Earth,-0.6,0.0,-0.27999999999999997
8991,5.4,1.08,Fire,0.8,0.0,-0.2533333333333333
8992,9.8,1.9600000000000002,Fire,-0.6,0.4,0.76
8993,3.6,0.72,Earth,0.6,0.0,-0.27999999999999997
8994,6.4,1.28,Water,0.6,0.4,0.7466666666666667
8995,7.4,1.48,Air,0.2,0.2,0.2533333333333334
8996,4.0,0.8,Fire,0.6,0.6,1.2533333333333332
8997,3.8,0.76,Water,-1.0,0.4,0.72
8998,8.6,1.72,Fire,0.4,0.4,0.72
8999,5.4,1.08,Air,0.4,0.2,0.24
9000,9.4,1.8800000000000001,Fire,0.4,0.0,-0.2533333333333333
9001,2.6,0.52,Air,0.2,0.0,-0.30666666666666664
9002,5.8,1.16,Water,1.0,0.0,-0.26666666666666666
9003,7.6,1.52,Water,0.6,0.6,1.24
9004,4.8,0.96,Fire,-1.0,0.0,-0.26666666666666666
9005,8.2,1.64,Water,0.4,0.0,-0.24
9006,6.8,1.3599999999999999,Fire,1.0,0.0,-0.2533333333333333
9007,8.6,1.72,Air,0.2,0.4,0.7733333333333332
9008,6.4,1.28,Earth,0.6,0.4,0.76
9009,8.8,1.7600000000000002,Water,0.6,0.0,-0.2533333333333333
9010,4.6,0.9199999999999999,Air,0.4,0.4,0.7733333333333332
9011,8.0,1.6,Fire,0.6,0.0,-0.27999999999999997
9012,7.2,1.44,Water,0.2,0.2,0.21333333333333343
9013,5.4,1.08,Earth,-0.8,0.0,-0.26666666666666666
9014,10.0,2.0,Fire,0.4,0.2,0.21333333333333337
9015,10.2,2.04,Air,0.8,0.2,0.25333333333333335
9016,5.4,1.08,Water,0.8,0.2,0.22666666666666663
9017,8.6,1.72,Air,0.0,0.4,0.7066666666666667
9018,7.0,1.4,Air,1.0,0.4,0.7466666666666667
9019,7.6,1.52,Water,0.4,0.6,1.2533333333333334
9020,7.8,1.56,Earth,0.2,0.2,0.21333333333333337
9021,7.4,1.48,Water,0.0,0.0,-0.24
9022,8.0,1.6,Water,0.2,0.2,0.25333333333333335
9023,11.8,2.3600000000000003,Water,0.6,0.2,0.2933333333333333
9024,13.0,2.6,Water,0.2,0.2,0.23999999999999994
9025,7.2,1.44,Air,1.0,0.4,0.7466666666666667
9026,10.6,2.12,Earth,-0.6,0.2,0.26666666666666666
9027,6.0,1.2,Water,1.0,0.6,1.2266666666666666
9028,6.4,1.28,Water,-0.2,0.8,1.7466666666666668
9029,10.6,2.12,Fire,0.6,0.0,-0.22666666666666666
9030,7.2,1.44,Water,1.0,0.0,-0.26666666666666666
9031,9.0,1.8,Earth,0.6,0.4,0.7333333333333333
9032,8.2,1.64,Fire,0.8,0.2,0.2266666666666667
9033,4.4,0.8800000000000001,Earth,1.0,0.2,0.28
9034,6.8,1.3599999999999999,Earth,0.4,0.6,1.2133333333333334
9035,5.0,1.0,Water,0.8,0.2,0.2799999999999999
9036,9.4,1.8800000000000001,Earth,-0.6,0.6,1.2799999999999998
9037,10.0,2.0,Fire,0.2,0.2,0.25333333333333335
9038,7.8,1.56,Water,0.0,0.2,0.24000000000000005
9039,8.6,1.72,Air,0.6,0.2,0.2666666666666666
9040,6.0,1.2,Fire,1.0,0.2,0.18666666666666676
9041,5.4,1.08,Earth,1.0,0.2,0.24000000000000005
9042,8.4,1.6800000000000002,Air,0.6,0.6,1.2799999999999998
9043,9.2,1.8399999999999999,Fire,0.8,0.4,0.7733333333333332
9044,8.4,1.6800000000000002,Fire,1.0,0.2,0.3066666666666666
9045,9.4,1.8800000000000001,Fire,-0.6,0.4,0.76
9046,3.8,0.76,Air,0.6,0.4,0.7466666666666666
9047,6.0,1.2,Water,1.0,0.2,0.27999999999999997
9048,7.4,1.48,Air,0.2,0.2,0.25333333333333335
9049,7.4,1.48,Water,0.2,0.4,0.7466666666666667
9050,9.8,1.9600000000000002,Earth,-0.2,0.4,0.76
9051,7.6,1.52,Water,1.0,0.2,0.21333333333333337
9052,9.2,1.8399999999999999,Earth,0.4,0.0,-0.27999999999999997
9053,7.6,1.52,Water,-0.6,0.2,0.23999999999999994
9054,8.6,1.72,Water,1.0,0.4,0.7066666666666668
9055,9.2,1.8399999999999999,Water,0.6,0.0,-0.24
9056,9.6,1.92,Earth,0.6,0.2,0.2533333333333333
9057,6.2,1.24,Air,0.6,0.2,0.30666666666666664
9058,6.6,1.3199999999999998,Water,0.6,0.2,0.2533333333333334
9059,10.2,2.04,Earth,0.6,0.2,0.2933333333333333
9060,6.2,1.24,Air,0.6,0.2,0.21333333333333332
9061,11.4,2.2800000000000002,Water,1.0,0.2,0.2533333333333334
9062,7.6,1.52,Water,0.4,0.4,0.7200000000000001
9063,7.6,1.52,Fire,0.6,0.2,0.24000000000000005
9064,5.4,1.08,Fire,1.0,0.4,0.7999999999999999
9065,6.2,1.24,Water,0.2,0.4,0.7599999999999999
9066,12.0,2.4,Fire,-0.6,0.0,-0.24
9067,9.6,1.92,Water,0.6,0.4,0.76
9068,10.4,2.08,Fire,0.6,0.2,0.24000000000000007
9069,6.4,1.28,Air,1.0,0.4,0.7333333333333334
9070,7.4,1.48,Water,-0.2,0.2,0.25333333333333335
9071,6.2,1.24,Fire,-0.6,0.2,0.2533333333333333
9072,15.2,3.04,Air,-0.2,0.2,0.2533333333333333
9073,12.8,2.56,Earth,-0.8,0.4,0.6933333333333334
9074,5.8,1.16,Earth,0.2,0.2,0.24
9075,6.8,1.3599999999999999,Fire,0.8,0.2,0.24
9076,11.6,2.32,Water,-1.0,0.2,0.2666666666666667
9077,6.0,1.2,Air,0.8,0.4,0.76
9078,8.0,1.6,Earth,0.6,0.2,0.24000000000000007
9079,10.4,2.08,Air,-0.2,0.2,0.27999999999999997
9080,6.8,1.3599999999999999,Earth,1.0,0.4,0.7333333333333334
9081,10.0,2.0,Fire,-0.6,0.2,0.2666666666666666
9082,6.2,1.24,Air,1.0,0.2,0.2666666666666666
9083,8.8,1.7600000000000002,Water,1.0,0.2,0.2666666666666667
9084,5.4,1.08,Air,1.0,0.2,0.21333333333333343
9085,7.4,1.48,Earth,1.0,0.0,-0.26666666666666666
9086,10.0,2.0,Fire,0.6,0.2,0.24000000000000005
9087,7.8,1.56,Earth,0.6,0.0,-0.24
9088,4.0,0.8,Earth,1.0,0.0,-0.24
9089,8.2,1.64,Water,0.4,0.2,0.24000000000000005
9090,6.0,1.2,Air,1.0,0.0,-0.24
9091,5.6,1.1199999999999999,Earth,0.2,0.2,0.28
9092,8.2,1.64,Water,-0.4,0.2,0.2533333333333333
9093,9.0,1.8,Earth,0.2,0.0,-0.29333333333333333
9094,6.8,1.3599999999999999,Water,0.2,0.4,0.7733333333333332
9095,5.0,1.0,Air,-0.4,0.0,-0.24
9096,5.2,1.04,Air,0.6,0.4,0.7333333333333334
9097,6.8,1.3599999999999999,Air,1.0,0.0,-0.26666666666666666
9098,5.4,1.08,Water,0.4,0.4,0.7466666666666667
9099,11.2,2.2399999999999998,Water,1.0,0.2,0.2533333333333333
9100,6.6,1.3199999999999998,Air,0.6,0.4,0.7733333333333333
9101,4.4,0.8800000000000001,Earth,1.0,0.0,-0.2533333333333333
9102,8.0,1.6,Air,0.4,0.4,0.76
9103,10.4,2.08,Earth,-0.2,0.2,0.1866666666666667
9104,6.6,1.3199999999999998,Earth,0.6,0.2,0.2799999999999999
9105,6.6,1.3199999999999998,Air,-0.8,0.2,0.2533333333333333
9106,10.4,2.08,Water,0.8,0.2,0.2266666666666667
9107,11.8,2.3600000000000003,Air,0.8,0.4,0.7466666666666667
9108,12.0,2.4,Earth,0.2,0.6,1.2533333333333334
9109,7.0,1.4,Fire,0.6,0.2,0.2533333333333333
9110,7.8,1.56,Air,-0.2,0.2,0.20000000000000004
9111,10.2,2.04,Earth,0.6,0.6,1.2933333333333332
9112,6.4,1.28,Water,-0.6,0.2,0.21333333333333343
9113,6.0,1.2,Water,0.6,0.4,0.76
9114,5.4,1.08,Water,1.0,0.0,-0.24
9115,6.6,1.3199999999999998,Air,0.2,0.2,0.27999999999999997
9116,5.6,1.1199999999999999,Air,0.4,0.2,0.2666666666666667
9117,6.4,1.28,Fire,1.0,0.0,-0.2533333333333333
9118,8.0,1.6,Water,0.6,0.2,0.20000000000000004
9119,9.2,1.8399999999999999,Fire,0.2,0.4,0.7866666666666665
9120,12.4,2.48,Air,0.6,0.4,0.7866666666666666
9121,7.4,1.48,Fire,0.8,0.2,0.2533333333333334
9122,8.0,1.6,Earth,0.6,0.2,0.2666666666666667
9123,7.6,1.52,Fire,-0.2,0.0,-0.26666666666666666
9124,9.4,1.8800000000000001,Air,0.6,0.2,0.24000000000000005
9125,8.4,1.6800000000000002,Water,0.8,0.4,0.76
9126,11.8,2.3600000000000003,Fire,-0.6,0.4,0.7866666666666665
9127,12.4,2.48,Air,0.6,0.6,1.2533333333333334
9128,6.4,1.28,Fire,0.8,0.6,1.2533333333333334
9129,8.2,1.64,Water,0.6,0.2,0.26666666666666666
9130,7.8,1.56,Water,0.2,0.4,0.7333333333333334
9131,4.8,0.96,Fire,0.8,0.4,0.7733333333333332
9132,4.8,0.96,Fire,1.0,0.4,0.76
9133,4.8,0.96,Earth,0.6,0.2,0.24000000000000007
9134,7.0,1.4,Earth,1.0,0.0,-0.21333333333333332
9135,4.4,0.8800000000000001,Fire,0.8,0.4,0.7466666666666667
9136,6.6,1.3199999999999998,Earth,0.6,0.0,-0.30666666666666664
9137,8.0,1.6,Air,0.6,0.2,0.27999999999999997
9138,11.2,2.2399999999999998,Fire,-0.6,0.2,0.2533333333333333
9139,10.4,2.08,Earth,0.6,0.2,0.24000000000000005
9140,8.6,1.72,Water,1.0,0.2,0.20000000000000004
9141,8.6,1.72,Water,0.8,0.4,0.7466666666666667
9142,8.6,1.72,Fire,0.2,0.6,1.2266666666666668
9143,6.2,1.24,Air,1.0,0.0,-0.26666666666666666
9144,5.4,1.08,Fire,0.6,0.0,-0.24
9145,6.8,1.3599999999999999,Earth,0.6,0.0,-0.26666666666666666
9146,5.8,1.16,Water,0.6,0.4,0.72
9147,5.0,1.0,Water,0.8,0.0,-0.27999999999999997
9148,13.4,2.68,Earth,-0.6,0.2,0.1866666666666667
9149,11.0,2.2,Earth,1.0,0.2,0.24
9150,7.8,1.56,Air,0.2,0.2,0.24000000000000005
9151,7.2,1.44,Water,-0.2,0.4,0.7066666666666668
9152,7.0,1.4,Earth,1.0,0.0,-0.22666666666666666
9153,10.8,2.16,Air,-0.6,0.2,0.27999999999999997
9154,7.2,1.44,Water,0.2,0.2,0.21333333333333337
9155,12.6,2.52,Air,0.6,0.0,-0.2533333333333333
9156,11.0,2.2,Fire,1.0,0.2,0.24000000000000005
9157,7.2,1.44,Water,-0.2,0.2,0.2533333333333333
9158,7.2,1.44,Air,1.0,0.2,0.23999999999999994
9159,6.4,1.28,Earth,0.6,0.4,0.7466666666666666
9160,9.0,1.8,Fire,0.8,0.4,0.7066666666666668
9161,11.0,2.2,Earth,1.0,0.2,0.27999999999999997
9162,4.6,0.9199999999999999,Earth,0.2,0.2,0.24000000000000005
9163,9.2,1.8399999999999999,Water,0.2,0.6,1.2666666666666666
9164,6.8,1.3599999999999999,Earth,0.6,0.2,0.2533333333333333
9165,9.0,1.8,Air,0.6,0.4,0.76
9166,8.2,1.64,Earth,0.6,0.0,-0.26666666666666666
9167,7.4,1.48,Water,0.8,0.2,0.2266666666666667
9168,7.6,1.52,Air,0.2,0.4,0.72
9169,10.0,2.0,Fire,1.0,0.0,-0.29333333333333333
9170,9.0,1.8,Earth,1.0,0.2,0.2666666666666667
9171,9.4,1.8800000000000001,Air,0.2,0.2,0.25333333333333335
9172,8.8,1.7600000000000002,Air,0.6,0.2,0.28
9173,9.2,1.8399999999999999,Fire,0.8,0.2,0.29333333333333333
9174,6.0,1.2,Water,1.0,0.0,-0.21333333333333332
9175,11.0,2.2,Fire,0.6,0.4,0.7999999999999999
9176,7.8,1.56,Earth,0.2,0.2,0.23999999999999994
9177,5.4,1.08,Air,1.0,0.0,-0.24
9178,11.0,2.2,Air,0.6,0.4,0.7466666666666667
9179,9.6,1.92,Air,0.6,0.2,0.1866666666666667
9180,9.8,1.9600000000000002,Earth,0.2,0.4,0.7866666666666665
9181,8.4,1.6800000000000002,Water,0.6,0.0,-0.21333333333333332
9182,4.6,0.9199999999999999,Air,0.6,0.4,0.6933333333333334
9183,5.8,1.16,Water,1.0,0.0,-0.26666666666666666
9184,8.0,1.6,Water,-0.6,0.2,0.2666666666666667
9185,6.6,1.3199999999999998,Fire,1.0,0.0,-0.22666666666666666
9186,5.6,1.1199999999999999,Earth,0.6,0.4,0.72
9187,5.8,1.16,Earth,0.6,0.4,0.72
9188,6.6,1.3199999999999998,Air,0.6,0.2,0.24
9189,7.6,1.52,Water,0.8,0.2,0.27999999999999997
9190,9.4,1.8800000000000001,Fire,1.0,0.0,-0.2533333333333333
9191,10.8,2.16,Air,0.0,0.4,0.76
9192,7.4,1.48,Air,1.0,0.4,0.7466666666666666
9193,4.6,0.9199999999999999,Air,0.0,0.0,-0.21333333333333332
9194,7.2,1.44,Earth,0.6,0.2,0.24000000000000005
9195,11.6,2.32,Earth,0.6,0.4,0.7733333333333333
9196,8.4,1.6800000000000002,Fire,1.0,0.4,0.7333333333333334
9197,6.8,1.3599999999999999,Fire,-0.6,0.4,0.76
9198,7.0,1.4,Fire,-0.6,0.4,0.72
9199,7.0,1.4,Water,-1.0,0.2,0.2666666666666667
9200,7.0,1.4,Air,1.0,0.2,0.27999999999999997
9201,9.4,1.8800000000000001,Air,1.0,0.0,-0.2533333333333333
9202,6.8,1.3599999999999999,Air,0.6,0.2,0.21333333333333332
9203,8.0,1.6,Water,-0.6,0.2,0.21333333333333337
9204,3.0,0.6,Water,-0.6,0.4,0.7733333333333333
9205,5.2,1.04,Water,1.0,0.2,0.2799999999999999
9206,8.2,1.64,Water,-0.8,0.4,0.7733333333333332
9207,6.0,1.2,Air,0.2,0.2,0.26666666666666666
9208,7.0,1.4,Water,-1.0,0.4,0.7333333333333333
9209,5.6,1.1199999999999999,Water,0.6,0.6,1.2266666666666666
9210,7.0,1.4,Fire,0.0,0.4,0.7733333333333332
9211,6.2,1.24,Earth,0.8,0.4,0.7333333333333334
9212,10.0,2.0,Air,0.4,0.2,0.22666666666666666
9213,5.8,1.16,Fire,0.8,0.2,0.22666666666666666
9214,4.4,0.8800000000000001,Air,-1.0,0.2,0.25333333333333335
9215,8.4,1.6800000000000002,Fire,1.0,0.0,-0.30666666666666664
9216,2.0,0.4,Fire,1.0,0.2,0.2799999999999999
9217,6.0,1.2,Water,0.0,0.6,1.2533333333333334
9218,6.6,1.3199999999999998,Fire,0.8,0.2,0.2133333333333333
9219,5.4,1.08,Earth,1.0,0.0,-0.26666666666666666
9220,6.8,1.3599999999999999,Earth,1.0,0.2,0.27999999999999997
9221,13.0,2.6,Fire,0.8,0.6,1.2266666666666668
9222,3.8,0.76,Air,0.2,0.2,0.25333333333333335
9223,4.6,0.9199999999999999,Air,0.4,0.0,-0.2533333333333333
9224,7.4,1.48,Fire,0.6,0.4,0.7333333333333333
9225,6.2,1.24,Earth,0.4,0.4,0.76
9226,8.2,1.64,Water,0.6,0.2,0.2799999999999999
9227,6.6,1.3199999999999998,Earth,0.6,0.2,0.25333333333333335
9228,10.2,2.04,Air,1.0,0.2,0.2666666666666667
9229,8.4,1.6800000000000002,Water,0.6,0.0,-0.22666666666666666
9230,6.8,1.3599999999999999,Earth,0.6,0.2,0.24000000000000005
9231,5.2,1.04,Water,-0.6,0.4,0.7333333333333333
9232,12.2,2.44,Fire,0.6,0.2,0.2533333333333333
9233,9.8,1.9600000000000002,Fire,1.0,0.2,0.2666666666666667
9234,7.8,1.56,Fire,0.4,0.6,1.2799999999999998
9235,10.2,2.04,Air,1.0,0.6,1.2666666666666666
9236,5.8,1.16,Earth,-0.8,0.2,0.24000000000000007
9237,11.2,2.2399999999999998,Fire,0.8,0.4,0.7466666666666667
9238,6.4,1.28,Air,0.6,0.2,0.2666666666666666
9239,7.0,1.4,Earth,0.6,0.2,0.2666666666666667
9240,9.6,1.92,Earth,1.0,0.2,0.2533333333333334
9241,5.6,1.1199999999999999,Fire,0.8,0.0,-0.29333333333333333
9242,11.8,2.3600000000000003,Earth,-0.2,0.0,-0.26666666666666666
9243,5.8,1.16,Water,-0.2,0.0,-0.24
9244,8.0,1.6,Earth,-0.6,0.2,0.27999999999999997
9245,7.6,1.52,Air,1.0,0.4,0.7333333333333333
9246,11.2,2.2399999999999998,Water,0.6,0.0,-0.24
9247,12.6,2.52,Earth,0.8,0.4,0.72
9248,8.2,1.64,Earth,0.6,0.6,1.2666666666666666
9249,10.6,2.12,Water,0.6,0.2,0.2533333333333334
9250,10.2,2.04,Water,-0.6,0.4,0.76
9251,4.8,0.96,Air,0.4,0.4,0.7599999999999999
9252,8.6,1.72,Air,0.6,0.0,-0.21333333333333332
9253,6.2,1.24,Earth,0.8,0.0,-0.26666666666666666
9254,4.2,0.8400000000000001,Water,1.0,0.2,0.2666666666666666
9255,7.2,1.44,Fire,1.0,0.4,0.7200000000000001
9256,11.2,2.2399999999999998,Air,0.0,0.2,0.26666666666666666
9257,10.2,2.04,Water,0.8,0.2,0.20000000000000004
9258,8.4,1.6800000000000002,Fire,1.0,0.0,-0.22666666666666666
